nohup: ignoring input
W0820 10:46:56.768282  2012 device_context.cc:404] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 10.1, Runtime API Version: 10.1
scale 0:[226/2000],G_loss: 1.49, D_loss: -3.21, rec_loss: 1.60
scale 0:[227/2000],G_loss: 1.43, D_loss: -2.57, rec_loss: 2.10
scale 0:[228/2000],G_loss: 1.63, D_loss: -1.97, rec_loss: 1.65
scale 0:[229/2000],G_loss: 1.41, D_loss: -3.29, rec_loss: 1.82
scale 0:[230/2000],G_loss: 1.31, D_loss: -1.97, rec_loss: 1.56
scale 0:[231/2000],G_loss: 1.17, D_loss: -2.22, rec_loss: 1.95
scale 0:[232/2000],G_loss: 1.97, D_loss: -2.19, rec_loss: 1.76
scale 0:[233/2000],G_loss: 1.12, D_loss: -2.30, rec_loss: 1.76
scale 0:[234/2000],G_loss: 1.53, D_loss: -2.96, rec_loss: 1.45
scale 0:[235/2000],G_loss: 1.49, D_loss: -2.89, rec_loss: 2.01
scale 0:[236/2000],G_loss: 1.96, D_loss: -2.99, rec_loss: 1.92
scale 0:[237/2000],G_loss: 1.52, D_loss: -2.07, rec_loss: 1.77
scale 0:[238/2000],G_loss: 1.91, D_loss: -3.06, rec_loss: 1.70
scale 0:[239/2000],G_loss: 1.81, D_loss: -2.20, rec_loss: 2.04
scale 0:[240/2000],G_loss: 2.18, D_loss: -3.37, rec_loss: 1.74
scale 0:[241/2000],G_loss: 1.28, D_loss: -3.58, rec_loss: 1.97
scale 0:[242/2000],G_loss: 1.89, D_loss: -1.85, rec_loss: 1.77
scale 0:[243/2000],G_loss: 2.04, D_loss: -2.31, rec_loss: 1.85
scale 0:[244/2000],G_loss: 1.60, D_loss: -2.29, rec_loss: 1.94
scale 0:[245/2000],G_loss: 1.48, D_loss: -1.92, rec_loss: 1.56
scale 0:[246/2000],G_loss: 1.12, D_loss: -1.93, rec_loss: 1.81
scale 0:[247/2000],G_loss: 1.64, D_loss: -2.73, rec_loss: 1.81
scale 0:[248/2000],G_loss: 1.00, D_loss: -2.73, rec_loss: 2.05
scale 0:[249/2000],G_loss: 1.25, D_loss: -2.36, rec_loss: 2.08
scale 0:[250/2000],G_loss: 0.63, D_loss: -2.57, rec_loss: 1.96
scale 0:[251/2000],G_loss: 1.35, D_loss: -1.58, rec_loss: 1.82
scale 0:[252/2000],G_loss: 1.50, D_loss: -2.22, rec_loss: 1.82
scale 0:[253/2000],G_loss: 1.24, D_loss: -2.07, rec_loss: 1.82
scale 0:[254/2000],G_loss: 1.55, D_loss: -1.97, rec_loss: 1.90
scale 0:[255/2000],G_loss: 1.28, D_loss: -2.83, rec_loss: 1.95
scale 0:[256/2000],G_loss: 0.46, D_loss: -1.30, rec_loss: 2.16
scale 0:[257/2000],G_loss: 1.43, D_loss: -2.05, rec_loss: 1.84
scale 0:[258/2000],G_loss: 0.74, D_loss: -2.57, rec_loss: 1.91
scale 0:[259/2000],G_loss: 1.87, D_loss: -2.11, rec_loss: 1.88
scale 0:[260/2000],G_loss: 1.89, D_loss: -2.39, rec_loss: 1.69
scale 0:[261/2000],G_loss: 1.89, D_loss: -3.14, rec_loss: 1.67
scale 0:[262/2000],G_loss: 1.95, D_loss: -2.21, rec_loss: 1.72
scale 0:[263/2000],G_loss: 1.55, D_loss: -2.74, rec_loss: 1.66
scale 0:[264/2000],G_loss: 1.28, D_loss: -2.07, rec_loss: 1.86
scale 0:[265/2000],G_loss: 1.61, D_loss: -2.56, rec_loss: 1.57
scale 0:[266/2000],G_loss: 1.79, D_loss: -2.80, rec_loss: 1.88
scale 0:[267/2000],G_loss: 1.91, D_loss: -3.31, rec_loss: 1.83
scale 0:[268/2000],G_loss: 1.73, D_loss: -2.79, rec_loss: 1.81
scale 0:[269/2000],G_loss: 1.99, D_loss: -3.61, rec_loss: 1.86
scale 0:[270/2000],G_loss: 2.32, D_loss: -3.55, rec_loss: 1.70
scale 0:[271/2000],G_loss: 1.89, D_loss: -3.41, rec_loss: 1.80
scale 0:[272/2000],G_loss: 1.75, D_loss: 0.60, rec_loss: 1.65
scale 0:[273/2000],G_loss: 2.41, D_loss: -3.16, rec_loss: 1.84
scale 0:[274/2000],G_loss: 2.06, D_loss: -2.73, rec_loss: 1.74
scale 0:[275/2000],G_loss: 2.00, D_loss: -2.12, rec_loss: 1.85
scale 0:[276/2000],G_loss: 2.22, D_loss: -2.45, rec_loss: 1.57
scale 0:[277/2000],G_loss: 1.76, D_loss: -2.20, rec_loss: 1.62
scale 0:[278/2000],G_loss: 2.41, D_loss: -3.65, rec_loss: 1.47
scale 0:[279/2000],G_loss: 2.31, D_loss: -2.97, rec_loss: 1.54
scale 0:[280/2000],G_loss: 2.09, D_loss: -3.13, rec_loss: 1.99
scale 0:[281/2000],G_loss: 2.24, D_loss: -3.88, rec_loss: 1.92
scale 0:[282/2000],G_loss: 2.26, D_loss: -1.52, rec_loss: 1.51
scale 0:[283/2000],G_loss: 1.36, D_loss: -2.82, rec_loss: 1.41
scale 0:[284/2000],G_loss: 1.24, D_loss: -2.57, rec_loss: 1.69
scale 0:[285/2000],G_loss: 2.18, D_loss: -2.10, rec_loss: 1.75
scale 0:[286/2000],G_loss: 1.58, D_loss: -2.18, rec_loss: 1.99
